area,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
Sierra,3115.0,0.1187648456057007,0.0,5.697104677060134,0.12026726057906459,0.11333333333333333,0.0,4.769662921348314
Alpine,1117.0,0.20665083135391923,0.0,4.3296213808463255,0.0801781737193764,0.19333333333333333,0.0,2.657303370786517
Trinity,13354.0,0.7743467933491687,0.004750593824228029,17.066815144766146,0.7750556792873051,0.7244444444444444,0.006666666666666667,30.463483146067414
Modoc,9475.0,0.8551068883610451,0.007125890736342043,12.47216035634744,0.3674832962138085,0.8,0.006666666666666667,12.57865168539326
Mariposa,17795.0,0.9738717339667459,0.0023752969121140144,47.207126948775056,1.0133630289532294,0.9111111111111111,0.011111111111111112,35.10674157303371
